,time,summary,title,trend
19,2019-12-23,"['...violence', 'unleashed', 'on', 'India', 'by', 'Modi-Shah”,', 'referring', 'to', 'the', 'powerful', 'home', 'affairs', 'minister', 'Amit', 'Shah,', 'who', 'has...']","['Voters', 'turn', 'on', 'India’s', 'ruling', 'party', 'over', 'Hindu-first', 'agenda']",UP
20,2019-12-23,"['...daily', 'life', 'and', 'cause', 'panic', 'in', 'government', 'have', 'broken', 'out', 'in', 'Hong', 'Kong,', 'India,', 'Chile,', 'Bolivia,', 'Ecuador,', 'Colombia,', 'Spain...']","['2019:', 'the', 'year', 'of', 'street', 'protest']",UP
21,2019-12-23,"['...doubled', 'its', 'output', 'by', 'both', 'of', 'these', 'measures', 'this', 'decade,', 'ranging', 'from', 'heavyweights', 'China', 'and', 'India', 'to', 'relative', 'economic...']","['Ethiopia', 'seizes', 'crown', 'as', 'fastest-growing', 'country', 'in', 'the', '2010s']",UP
22,2019-12-23,"['...since', '2009,', 'was', 'moved', 'this', 'year', 'from', 'TAS’s', 'UK', 'chief', 'innovation', 'officer', 'to', 'its', 'CIO', 'for', 'Europe,', 'the', 'Middle', 'East,', 'India', 'and...']","['EY', 'deals', 'partners', 'accused', 'of', 'bullying', 'and', 'discrimination']",UP
23,2019-12-23,"['India', 'is', 'in', 'lockdown', 'after', 'violent', 'protests', 'swept', 'across', 'the', 'country', 'against', 'Narendra', 'Modi’s', 'new', 'citizenship', 'law...']","['India’s', 'citizenship', 'law:', 'what', 'is', 'it', 'and', 'why', 'has', 'it', 'stirred', 'such', 'anger?']",UP
24,2019-12-20,"['...vehicle', 'services', 'in', 'the', 'longer', 'term.', 'The', 'two', 'Japanese', 'groups', 'said', 'they', 'will', 'co-invest', 'in', 'the', 'Amsterdam-based', 'Here...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",DOWN
25,2019-12-20,"['...administrator', 'Jim', 'Bridenstine', 'and', 'Boeing', 'officials', 'blamed', 'a', 'timer', 'error', 'that', 'resulted', 'in', 'the', 'vehicle', '“believing...']","['Boeing', 'blow', 'as', 'Starliner', 'fails', 'to', 'reach', 'space', 'station']",DOWN
26,2019-12-20,"['...from', 'a', 'financing', 'vehicle', 'in', 'Luxembourg,', 'backed', 'by', 'shares', 'in', 'two', 'of', 'the', 'company’s', 'existing', 'hospitals', 'in', 'the', 'UAE.', 'Estates', 'SA...']","['NMC', 'held', 'talks', 'to', 'raise', '€200m', 'in', 'off-balance', 'sheet', 'debt', 'to', 'fund', 'growth']",DOWN
27,2019-12-20,"['Argentina', 'has', 'delayed', 'payment', 'on', 'roughly', '$9bn', 'in', 'dollar-denominated', 'debt', 'for', 'the', 'second', 'time', 'in', 'five', 'months,', 'pushing', 'off...']","['Argentina', 'delays', 'payments', 'on', '$9bn', 'in', 'dollar-denominated', 'debt']",DOWN
28,2019-12-20,"['...America.', 'The', 'changes', 'are', 'designed', 'to', 'better', 'chart', 'the', 'evolution', 'of', 'the', 'legal', 'profession', 'and', 'will', 'be', 'presented...']","['FT', 'Asia-Pacific', 'Innovative', 'Lawyers', '2020', 'open', 'for', 'submissions']",DOWN
29,2019-12-20,"['...likes', 'of', 'JPMorgan', 'Chase', 'and', 'Bank', 'of', 'America', 'posted', 'more', 'record', 'profits', 'as', 'the', 'US', 'economy', 'kept', 'humming.', 'Goldman', 'Sachs...']","['Corporate', 'year', 'in', 'review:', 'deals,', 'drama,', 'spies', 'and', 'successes']",DOWN
30,2019-12-20,"['...“lack', 'of', 'correlation”', 'between', 'its', 'hedges', 'in', 'North', 'America', 'and', 'the', 'underlying', 'movement', 'in', 'the', 'prices', 'of', 'grains', 'in', 'the', 'Black...']","['Australian', 'wheat', 'exporter', 'comes', 'a', 'cropper', 'on', 'hedges']",DOWN
31,2019-12-20,"['...has', 'been', 'one', 'of', 'the', 'fastest', 'growing', 'in', 'Latin', 'America,', 'fuelled', 'by', 'an', 'upturn', 'in', 'foreign', 'investment', 'as', 'the', 'country', 'presses...']","['Colombia', 'approves', 'tax', 'reforms', 'despite', 'protests']",DOWN
32,2019-12-20,"['...is', 'certainly', 'an', 'international', 'phenomenon.', 'The', 'mayors’', 'actions', 'resemble', 'moves', 'by', 'municipal', 'and', 'state', 'leaders', 'in', 'America...']","['Populists', 'should', 'beware', 'the', 'power', 'of', 'capitals']",DOWN
33,2019-12-20,"['...is', 'the', 'only', 'choral', 'foundation', 'in', 'North', 'America', 'that', 'follows', 'the', 'English', 'tradition,', 'which', 'means', 'it', 'has', 'boy', 'trebles', 'rather...']","['Carols', 'from', 'King’s', 'College,', 'Cambridge', '—', 'are', 'the', 'days', 'of', 'all-male', 'choirs', 'numbered?']",DOWN
34,2019-12-20,"['...anglophone', 'staples', 'of', 'jingling', 'bells', 'and', 'red-nosed', 'reindeers,', 'the', 'material', 'is', 'mainly', 'sourced', 'from', 'Latin', 'America...']","['Los', 'Lobos:', 'Llegó', 'Navidad', '—', 'holiday', 'hits', 'from', 'the', 'Spanish-speaking', 'diaspora']",DOWN
35,2019-12-20,"['...and', 'Mussolini', 'in', 'Italy.', 'It', 'backed', 'CIA-inspired', 'coups', 'across', 'Latin', 'America,', 'including', 'Pinochet’s', 'in', 'Chile.', 'It', 'was', 'full...']","['Liberalism', 'at', 'Large', '—', 'how', 'The', 'Economist', 'gets', 'it', 'right', 'and', 'spectacularly', 'wrong']",DOWN
36,2019-12-20,"['Early', 'in', '2019,', 'Venezuela’s', 'bondholders', 'felt', 'something', 'they', 'had', 'not', 'in', 'quite', 'some', 'time:', 'optimism.', 'Authoritarian', 'leader...']","['How', 'Venezuela', 'caused', 'investors', 'to', 'lose', 'hope', 'in', '2019']",DOWN
37,2019-12-20,"['...Meirelles', 'outpoints', 'Scorsese', 'for', 'style,', 'power', 'and', 'élan.', 'TEAM', 'AMERICA:', 'WORLD', 'POLICE', '(2004)', 'Never', 'more', 'topical,', 'the', 'South...']","['Five', 'decades,', '25', 'films', '—', 'Nigel', 'Andrews’', 'favourites']",DOWN
38,2019-12-20,"['...Sidra', 'once', 'lived.', 'She', 'appears', 'to', 'channel', 'him', 'through', 'a', 'perfume', 'bottle', 'filled', 'with', 'petrol', '—', 'an', 'image', 'as', 'sinister', 'as', 'it...']","['Nudibranch', 'by', 'Irenosen', 'Okojie', '—', 'poignant', 'and', 'disturbing']",DOWN
39,2019-12-20,"['...cent', 'to', 'a', 'litre', 'of', 'petrol', 'in', 'the', 'UK,', 'and', 'will', 'be', 'within', 'the', 'range', 'of', 'normal', 'price', 'fluctuations', 'that', 'consumers', 'just', 'accept...']","['Letter:', 'Consider', 'higher', 'carbon', 'taxes', 'to', 'change', 'human', 'behaviour']",DOWN
40,2019-12-20,"['...representations', 'about', 'the', 'compliance', 'of', 'its', 'vehicles', 'with', 'diesel', 'emissions', 'standards.', 'The', 'A$125m', '($86m)', 'fine...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",DOWN
41,2019-12-20,"['For', 'the', 'tens', 'of', 'thousands', 'of', 'young', 'people', 'who', 'took', 'to', 'the', 'streets', 'across', 'India', 'in', 'anger', 'at', 'new', 'citizenship', 'laws', 'this...']","['India’s', 'youth', 'voice', 'anger', 'at', 'Modi’s', 'citizenship', 'law']",DOWN
42,2019-12-20,"['...the', 'following', 'countries', 'are', 'eligible', 'to', 'submit', 'in', '2020:', 'Australia,', 'China', 'and', 'Hong', 'Kong,', 'India,', 'Japan,', 'New', 'Zealand,', 'South...']","['FT', 'Asia-Pacific', 'Innovative', 'Lawyers', '2020', 'open', 'for', 'submissions']",DOWN
43,2019-12-20,"['...polishers', 'in', 'India', 'may', 'lack', 'sufficient', 'financing', 'to', 'buy', 'up', 'discounted', 'gemstones.', 'Given', 'their', 'low', 'costs,', 'India’s...']","['Diamonds:', 'a', 'thousand', 'cuts']",DOWN
44,2019-12-20,"['...has', 'been', 'unusual', 'in', 'its', 'ferocity,', 'even', 'for', 'India.', 'And', 'it', 'is', 'likely', 'to', 'get', 'worse.', 'The', 'police', 'have', 'fired', 'tear', 'gas', 'shells...']","['Democracy', 'in', 'India', 'is', 'on', 'the', 'brink']",DOWN
45,2019-12-20,"['...India', 'Mahdavi’s', 'Gallery', 'at', 'Sketch.', 'You', 'might', 'dine', 'beneath', 'the', 'endless', 'arches', 'of', 'the', 'John', 'Anthony', 'Hong', 'Kong,', 'with', 'its...']","['The', 'decade’s', 'most', 'influential', 'hotel', '—', 'but', 'it', 'doesn’t', 'actually', 'exist']",DOWN
46,2019-12-20,"['...only', 'India', 'and', 'Mexico.', 'The', 'Kremlin', 'has', 'seen', 'that', 'as', 'both', 'a', 'threat', 'and', 'an', 'asset.', 'In', 'tracing', 'its', 'efforts', 'to', 'control...']","['The', 'Compatriots', '—', 'the', 'long', 'arm', 'of', 'the', 'Kremlin', 'overseas']",DOWN
47,2019-12-20,"['...vehicles', 'were', 'set', 'alight,', 'while', 'police', 'used', 'water', 'cannon', 'and', 'batons', 'to', 'push', 'them', 'back.', 'As', 'anger', 'has', 'erupted', 'across', 'India...']","['Thousands', 'demonstrate', 'at', 'Delhi', 'mosque', 'in', 'defiance', 'of', 'ban', 'on', 'protests']",DOWN
48,2019-12-20,"['...what', 'videos', 'are', 'acceptable', 'to', 'its', 'local', 'teams', 'in', 'the', 'US,', 'Europe', 'and', 'India', 'after', 'running', 'into', 'criticism', 'about', 'whether', 'it...']","['TikTok', 'struggles', 'to', 'protect', 'teenage', 'users', 'from', 'toxic', 'videos']",DOWN
49,2019-12-20,"['...;', 'H', 'Pavamani,', 'Chennai', 'India', 'Crossword', '15,277:', 'S', 'Lemon,', 'Woodbridge', 'Polymath', '871:', 'J', 'Reid,', 'Anstruther,', 'Fife', '…', 'Crossword...']","['Crossword', 'and', 'Polymath', 'winners']",DOWN
50,2019-12-19,"['...will', 'cut', 'spending', 'on', 'autonomous', 'vehicle', 'programs.', 'He', 'also', 'expects', 'that', 'used', 'car', 'dealer', 'CarMax', 'will', 'be', 'one', 'of', 'the...']","['Automakers', 'set', 'for', '2020', 'dealmaking', 'as', 'global', 'sales', 'sputter']",UP
51,2019-12-19,"['...for', 'his', 'next', 'act', '(BBG)', 'Tata', 'chairman', 'Mistry', 'should', 'be', 'reinstated,', 'Indian', 'court', 'rules', '(FT)', 'Clive', 'Cowdery', 'in', '$1.25bn', 'deal', 'to...']","['Wall', 'Street', 'succession:', 'the', 'heir', 'apparent', 'at', 'Citigroup']",UP
52,2019-12-19,"['...masse,', 'engineers', 'in', 'another', 'part', 'of', 'the', 'world', 'saw', 'an', 'opportunity.', 'Companies', 'such', 'as', 'Tata', 'Consultancy', 'Services,', 'the', 'largest...']","['IT', 'outsourcers', 'face', 'global', 'uncertainty']",UP
53,2019-12-19,"['...of', 'Latin', 'America', 'fixed', 'income', 'strategy', 'at', 'Amherst', 'Pierpoint', 'Securities,', 'wrote', 'in', 'a', 'recent', 'research', 'note.', '“This', 'momentum...']","['IMF', 'releases', '$500m', 'to', 'Ecuador', 'in', 'lending', 'programme']",UP
54,2019-12-19,"['...fifth', 'to', '$1.85bn.', 'Sales', 'from', 'Nike’s', 'domestic', 'market', 'of', 'North', 'America', 'rose', '5', 'per', 'cent', 'to', '$3.98bn.', 'Higher', 'sales', 'from', 'each...']","['Nike', 'results', 'show', 'growing', 'importance', 'of', 'China']",UP
55,2019-12-19,"['...free-traders', 'on', 'Capitol', 'Hill', 'and', 'in', 'business', 'fear', 'that', 'it', 'enshrines', 'new', 'restrictions', 'on', 'open', 'trade', 'in', 'North', 'America...']","['US', 'House', 'passes', 'USMCA', 'trade', 'deal', 'with', 'broad', 'support']",UP
56,2019-12-19,"['Mexico’s', 'central', 'bank', 'delivered', 'its', 'fourth', 'quarter-point', 'reduction', 'in', 'a', 'row', 'opting', 'to', 'continue', 'the', 'cautious', 'pace', 'of...']","['Banxico', 'delivers', 'fourth', 'consecutive', 'rate', 'cut', 'as', 'growth', 'stalls']",UP
57,2019-12-19,"['...that', 'still', 'puts', 'it', 'behind', 'the', 'mid-', 'to', 'high-teen', 'returns', 'regularly', 'posted', 'by', 'the', 'likes', 'of', 'JPMorgan', 'Chase,', 'Bank', 'of', 'America...']","['Citi/ValueAct:', 'constructive', 'criticism']",UP
58,2019-12-19,"['...Melentyev,', 'head', 'of', 'US', 'high-yield', 'strategy', 'at', 'Bank', 'of', 'America', 'Global', 'Research.', 'That', 'is', 'a', 'much', 'brighter', 'performance', 'than...']","['Lowest-rated', 'US', 'bonds', 'end', 'the', 'year', 'with', 'a', 'bang']",UP
59,2019-12-19,"['...shows', 'much', 'promise', 'for', 'uniting', 'a', 'disparate', 'base.', 'Ed', 'and', 'Rana', 'Foroohar', 'discuss', 'money', 'and', 'power', 'in', 'Trump’s', 'America', 'in', 'our...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
60,2019-12-19,"['...and', 'father', 'of', 'two', 'ran', 'Latin', 'America', 'for', 'PepsiCo,', 'and', 'was', 'a', 'candidate', 'to', 'succeed', 'the', 'chief', 'executive', 'there.', 'But', 'the', 'task...']","['Reckitt’s', 'new', 'chief', 'tackles', 'consumer', 'sector’s', '‘toughest', 'job’']",UP
61,2019-12-19,"['...USMCA', 'will', 'be', 'greeted', 'with', 'relief', 'across', 'corporate', 'America,', 'where', 'businesses', 'reliant', 'on', 'integrated', 'supply', 'chains...']","['US', 'House', 'poised', 'to', 'approve', 'USMCA', 'trade', 'deal']",UP
62,2019-12-19,"['...agreeing', 'on', 'mutually', 'binding', 'rules,', 'meanwhile,', 'is', 'anathema', 'to', 'the', '“America', 'first”', 'president.', 'Mr', 'Trump’s', 'trade...']","['Two', 'US', 'trade', 'deals', 'bring', 'only', 'temporary', 'relief']",UP
63,2019-12-19,"['...and', 'solemn', 'day', 'for', 'America.', 'She', 'wanted', 'to', 'make', 'sure', 'that', 'they', 'did', 'not', 'play', 'into', 'Republican', 'accusations', 'that', 'the...']","['Capitol', 'Hill', 'and', 'a', 'nation', 'polarised', 'on', 'day', 'of', 'Trump', 'impeachment']",UP
64,2019-12-19,"['...Exchange', 'and', 'has', 'Facebook,', 'Bank', 'of', 'America', 'and', 'Thomson', 'Reuters', 'among', 'its', 'clients.', 'One', 'problem,', 'though,', 'comes...']","['Funding', 'and', 'stability', 'are', 'key', 'to', 'IT', 'growth', 'in', 'Belarus']",UP
65,2019-12-19,"['...Flores,', 'chief', 'executive', 'of', 'Manpower', 'Group', 'in', 'Latin', 'America.', '“But', 'the', 'problem', 'is', 'much', 'more', 'complex', 'than', 'a', 'one-year...']","['Mexico', 'pushes', 'state-backed', 'training', 'to', 'aid', 'unemployed']",UP
66,2019-12-19,"['...,', 'DO', 'NOTHING', 'DEMOCRATS.', 'THIS', 'IS', 'AN', 'ASSAULT', 'ON', 'AMERICA,', 'AND', 'AN', 'ASSAULT', 'ON', 'THE', 'REPUBLICAN', 'PARTY!!!!”', 'Mr', 'Trump', 'tweeted.', 'As...']","['Donald', 'Trump', 'is', 'impeached', 'for', 'abuse', 'of', 'power', 'and', 'obstruction']",UP
67,2019-12-19,"['...$2.2bn', 'stake', 'in', 'Citi,', 'you', 'should', 'go', 'back', 'to', 'this', 'deep', 'dive', 'by', 'the', 'FT’s', 'Robert', 'Armstrong.', 'While', 'JPMorgan', 'and', 'Bank', 'of...']","['Wall', 'Street', 'succession:', 'the', 'heir', 'apparent', 'at', 'Citigroup']",UP
68,2019-12-19,"['The', ""FT's"", 'Central', 'America', 'correspondent', 'Jude', 'Webber', 'travels', 'to', 'the', 'Mexico-Guatemala', 'border', 'to', 'meet', 'migrants', 'desperate', 'to...']","[""Mexico's"", 'migrant', 'crackdown']",UP
69,2019-12-19,"['....', 'That', 'difference', 'has', 'encouraged', 'companies', 'across', 'North', 'America', 'to', 'raise', 'financing', 'in', 'euros', 'to', 'bring', 'down', 'their', 'overall...']","['Top-rated', 'US', 'companies', 'raise', 'record', '$129bn', 'in', 'euro', 'debt']",UP
70,2019-12-19,"['Prosecutors', 'in', 'Bolivia', 'have', 'issued', 'an', 'arrest', 'warrant', 'for', 'former', 'president', 'Evo', 'Morales,', 'accusing', 'him', 'of', '“sedition...']","['Bolivia', 'issues', 'arrest', 'warrant', 'for', 'Evo', 'Morales']",UP
71,2019-12-19,"['Puma', 'Energy,', 'the', 'debt-heavy', 'fuel', 'storage', 'and', 'petrol', 'station', 'business', 'part-owned', 'by', 'Trafigura,', 'has', 'agreed', 'to', 'sell', 'the...']","['Puma', 'Energy', 'to', 'sell', 'most', 'of', 'its', 'Australian', 'business', 'to', 'Chevron']",UP
72,2019-12-19,"['...modern', 'India,', 'was', 'hauled', 'off', 'by', 'police', 'in', 'the', 'tech', 'hub', 'of', 'Bangalore.', 'He', 'was', 'accused', 'of', 'violating', 'a', 'ban', 'on', 'protests', 'and...']","['India', 'shuts', 'down', 'mobile', 'networks', 'as', 'protests', 'spread']",UP
73,2019-12-19,"['...financial', 'watchdog', 'has', 'launched', 'an', 'investigation', 'into', 'the', 'claims.', '(FT)', 'India', 'deal', 'drawn', 'into', 'Wirecard', 'scandal', 'The', 'FT', 'has...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
74,2019-12-19,"['...,', 'who', 'was', 'born', 'in', 'India,', 'educated', 'in', 'the', 'US', 'and', 'Germany,', 'and', 'speaks', 'six', 'languages,', 'has', 'nearly', 'two', 'decades', 'of', 'experience', 'at...']","['Reckitt’s', 'new', 'chief', 'tackles', 'consumer', 'sector’s', '‘toughest', 'job’']",UP
75,2019-12-19,"['...should', 'be', 'taken', 'with', 'scepticism.', 'Read', 'more', 'The', 'signs', 'aren’t', 'great', 'for', 'free', 'trade', 'in', 'India,', 'as', 'powerful', 'domestic', 'and...']","['Palm', 'oil', 'case', 'is', 'a', 'cautionary', 'tale', 'for', 'Brussels’', 'Green', 'Deal']",UP
76,2019-12-19,"['...,', 'India,', 'Malaysia', 'and', 'Indonesia.', 'The', 'group’s', 'Bulgarian', 'operation', 'occupied', 'swanky', 'offices', 'in', 'Sofia,', 'while', 'Ms', 'Ignatova', 'spent...']","['Crypto', 'scam', 'offers', 'modern', 'twist', 'on', 'classic', 'pyramid', 'fraud']",UP
77,2019-12-19,"['...lawyer', 'and', 'asked:', '“What', 'do', 'you', 'think?”', 'It', 'was', '2002', 'and', 'Mr', 'Chandra', 'had', 'just', 'graduated', 'from', 'the', 'top', 'law', 'school', 'in', 'India,', 'the...']","['Legal', 'tuition', 'struggles', 'to', 'keep', 'pace', 'in', 'India', 'and', 'beyond']",UP
78,2019-12-19,"['...country’s', 'independence', 'in', '1947.', '“Shah', 'is', 'the', 'new', 'disrupter,”', 'said', 'Rajdeep', 'Sardesai,', 'author', 'of', 'How', 'Modi', 'Won...']","['Narendra', 'Modi’s', 'enforcer', 'unmoved', 'by', 'backlash', 'to', 'citizenship', 'law']",UP
79,2019-12-19,"['...2014,', 'he', 'set', 'ambitious', 'clean', 'energy', 'targets', 'to', 'steer', 'India,', 'the', 'world’s', 'third-largest', 'emitter', 'of', 'greenhouse', 'gases,', 'away...']","['Lofty', 'environmental', 'goals', 'present', 'clear', 'test', 'for', 'Modi']",UP
80,2019-12-19,"['...China.', 'But', 'in', '2015,', 'a', 'third', 'contender', 'pipped', 'them', 'to', 'the', 'post:', 'India.', 'That', 'year', 'India', 'had', 'the', 'world’s...']","['FDI', 'momentum', 'proves', 'difficult', 'to', 'maintain']",UP
81,2019-12-19,"['...and', 'with', 'real', 'gains', 'in', 'liberalisation,', 'or', 'you', 'could', 'have', 'India', 'involved.', 'It', 'was', 'India', 'that', 'rallied', 'emerging', 'market...']","['Protectionists', 'put', 'brakes', 'on', 'trade', 'liberalisation']",UP
82,2019-12-19,"['Two', 'years', 'ago,', 'India', 'overhauled', 'its', 'complex', 'tax', 'system', 'and', 'adopted', 'a', 'nationwide', 'value', 'added', 'tax.', 'Replacing', 'a', 'host', 'of...']","['Businesses', 'call', 'for', 'stability', 'after', 'tax', 'overhaul']",UP
83,2019-12-19,"['...,', 'managed', 'by', 'the', 'Archaeological', 'Survey', 'of', 'India,', 'is', 'badly', 'neglected.', 'The', 'water', 'tanks,', 'in', 'which', 'the', 'pavilions’', 'reflections...']","['Cultural', 'heritage', 'offers', 'hope', 'for', 'tourism']",UP
84,2019-12-19,"['...maintenance', 'to', 'India,', 'companies', 'such', 'as', 'TCS,', 'Infosys', 'and', 'Wipro', 'helped', 'plug', 'the', 'country', 'into', 'global', 'value', 'chains...']","['IT', 'outsourcers', 'face', 'global', 'uncertainty']",UP
85,2019-12-19,"['...several', 'well-publicised', 'tax', 'disputes.', 'Under', 'Mr', 'Modi,', 'brands', 'such', 'as', 'Apple', 'and', 'Xiaomi', 'have', 'increased', 'production', 'in', 'India...']","['Has', 'the', '‘Make', 'in', 'India’', 'campaign', 'run', 'out', 'of', 'steam?']",UP
86,2019-12-19,"['....', 'Demand', 'has', 'not', 'been', 'helped', 'by', 'an', 'economic', 'slowdown', 'in', 'India,', 'which', 'is', 'second', 'only', 'to', 'China', 'in', 'driving', 'consumption', 'growth...']","['Five', 'things', 'to', 'watch', 'in', 'the', 'oil', 'industry', 'for', '2020']",UP
87,2019-12-19,"['...takeover', 'of', 'the', 'payments', 'businesses', 'of', 'Great', 'India', 'Retail,', 'announced', 'in', 'October', '2015.', 'Mystery', 'in', 'Mauritius', 'Wirecard’s...']","['Middleman’s', 'profits', 'draw', 'India', 'deal', 'into', 'Wirecard', 'scandal']",UP
88,2019-12-18,"['...set', 'up', 'his', 'latest', 'vehicle,', 'Resolution', 'Life.', 'He', 'has', 'already', 'bought', 'a', 'company', 'in', 'Australia', 'and', 'completed', 'a', 'reinsurance...']","['Clive', 'Cowdery', 'in', '$1.25bn', 'deal', 'to', 'buy', 'Voya', 'Financial', 'policies']",DOWN
89,2019-12-18,"['...:', 'Mike', 'Platt,', 'the', 'billionaire', 'founder', 'of', 'hedge', 'fund', 'turned', 'private', 'investment', 'vehicle', 'BlueCrest', 'Capital', 'Management.Captured...']","['Hedge', 'fund', 'bro', 'gonna', 'hedge', 'fund', 'bro']",DOWN
