,time,summary,title,trend
628,2019-11-28,"['...Conservatives', 'have', 'promised', 'to', 'look', 'at', 'bringing', 'forward', 'a', 'ban,', 'announced', 'in', '2017,', 'on', 'the', 'sale', 'of', 'new', 'petrol', 'and...']","['Which', 'party', 'is', 'best', 'for', 'the', 'environment', 'in', 'the', 'UK', 'election?']",UP
629,2019-11-28,"['...be', 'even', 'higher', 'than', 'that', 'of', 'diesel', 'trucks,”', 'said', 'Martin', 'Daum,', 'the', 'chief', 'executive', 'of', 'the', 'world’s', 'largest', 'heavy-duty...']","['Companies', 'say', 'Brussels', 'must', 'help', 'boost', 'green', 'truck', 'production']",UP
630,2019-11-28,"['...Conservatives', 'have', 'promised', 'to', 'look', 'at', 'bringing', 'forward', 'a', 'ban,', 'announced', 'in', '2017,', 'on', 'the', 'sale', 'of', 'new', 'petrol', 'and...']","['Which', 'party', 'is', 'best', 'for', 'the', 'environment', 'in', 'the', 'UK', 'election?']",UP
631,2019-11-27,"['...and', 'an', 'Audi', 'badge.', 'The', 'Audi', 'badge', 'is', 'too', 'big', 'to', 'wear,', 'though.”', 'Simons', 'looks', 'disappointed.', '“My', 'mum', 'had', 'a', 'Volkswagen...']","['The', 'Chemical', 'Brothers:', 'still', 'causing', 'a', 'reaction']",DOWN
632,2019-11-26,"['...also', 'ignores', 'is', 'that', 'Volkswagen', 'earlier', 'this', 'month', 'unveiled', 'a', 'more', 'modern', 'cousin', 'to', 'the', 'e-Golf', 'in', 'the', 'ID.3.', 'Not', 'only', 'does...']","['Are', 'electric', 'vehicles', 'more', 'damaging', 'than', 'diesel?']",DOWN
633,2019-11-26,"['...Sweden', 'and', 'one', 'through', 'a', 'joint', 'venture', 'with', 'carmaker', 'Volkswagen', 'in', 'Germany.', '“There', 'is', 'no', 'doubt', 'our', 'ambitions', 'go', 'much...']","['Battery', 'maker', 'Northvolt', 'scales', 'up', 'ambitions', 'with', 'factory', 'push']",DOWN
634,2019-11-26,"['...recessionary', 'fears', 'fade', 'and', 'borrowing', 'rates', 'remain', 'at', 'historically', 'low', 'levels.', 'Couche-Tard', 'has', 'built', 'a', 'petrol', 'and...']","['Canada’s', 'Couche-Tard', 'seeks', 'to', 'buy', 'Caltex', 'Australia', 'for', '$5.8bn']",DOWN
635,2019-11-26,"['...overstating', 'the', 'case', 'to', 'argue', '“EVs', 'produce', 'more', 'CO2', 'than', 'diesel”.', 'Take', 'the', 'article’s', 'following', 'claim:', 'Data', 'published', 'by', 'VW...']","['Are', 'electric', 'vehicles', 'more', 'damaging', 'than', 'diesel?']",DOWN
636,2019-11-25,"['Hundreds', 'of', 'thousands', 'of', 'German', 'drivers', 'who', 'were', 'sold', 'Volkswagen', 'cars', 'fitted', 'with', 'software', 'to', 'cheat', 'diesel', 'emissions...']","['Paperwork', 'threatens', 'compensation', 'of', 'VW', '‘Dieselgate’', 'customers']",DOWN
637,2019-11-25,"['Hundreds', 'of', 'thousands', 'of', 'German', 'drivers', 'who', 'were', 'sold', 'Volkswagen', 'cars', 'fitted', 'with', 'software', 'to', 'cheat', 'diesel', 'emissions...']","['Paperwork', 'threatens', 'compensation', 'of', 'VW', '‘Dieselgate’', 'customers']",DOWN
638,2019-11-25,"['...dioxide,', 'which', 'is', 'emitted', 'from', 'diesel', 'vehicles,', 'were', 'illegally', 'high.', 'In', 'London,', 'more', 'than', '9,000', 'premature', 'deaths', 'each...']","['Living', 'near', 'main', 'road', '‘could', 'raise', 'lung', 'cancer', 'risk', 'by', '10', 'per', 'cent’']",DOWN
639,2019-11-20,"['...requiring', 'action', 'within', 'a', 'certain', 'timeframe.', 'If', 'that', 'were', 'the', 'only', 'view,', 'BMW,', 'Volkswagen', 'and', 'Daimler', 'would', 'all', 'be...']","['Are', 'we', 'there', 'yet,', 'Mr', 'Trump?', 'Auto', 'tariffs', 'hit', 'a', 'roadblock']",UP
640,2019-11-20,"['...financial', 'services', '126', 'BayWa', '7.67', 'Germany', 'Utilities', '127', 'Volkswagen', '7.66', 'Germany', 'Automotive', '(producers', 'and', 'suppliers)', '128...']","['Striving', 'for', 'inclusion:', 'top', 'European', 'companies', 'ranked']",UP
641,2019-11-20,"['...Statoil’s', 'former', 'petrol', 'station', 'business.', 'He', 'will', 'take', 'over', 'at', 'the', 'airline', 'on', 'January', '1.', 'Geir', 'Karlsen,', 'many', 'analysts...']","['Norwegian', 'Air', 'Shuttle', 'picks', 'McKinsey', 'adviser', 'as', 'its', 'new', 'chief']",UP
642,2019-11-18,"['...on', 'sale', 'next', 'year', 'in', 'a', 'challenge', 'to', 'Tesla', 'and', 'Volkswagen.', 'In', 'its', 'first', 'serious', 'foray', 'into', 'battery', 'cars,', 'the', 'company...']","['Ford', 'jolts', 'electric', 'car', 'race', 'with', 'Mustang', 'SUV', 'launch']",UP
643,2019-11-18,"['...university', 'on', 'Monday', 'but', 'were', 'beaten', 'back', 'by', 'volleys', 'of', 'petrol', 'bombs', 'that', 'set', 'the', 'main', 'entrance', 'to', 'Hong', 'Kong...']","['Fierce', 'clashes', 'in', 'Hong', 'Kong', 'as', 'police', 'lay', 'siege', 'to', 'university']",UP
644,2019-11-18,"['...Monday', 'said', 'it', 'would', 'provide', 'monthly', 'cash', 'payments', 'to', 'more', 'than', '70', 'per', 'cent', 'of', 'Iranians', 'to', 'compensate', 'for', 'the', 'higher...']","['Iran', 'offers', 'people', 'cash', 'handouts', 'to', 'quell', 'fuel', 'protests']",UP
645,2019-11-18,"['...early', 'hours', 'of', 'Monday', 'morning', 'but', 'were', 'beaten', 'back', 'by', 'volleys', 'of', 'petrol', 'bombs', 'that', 'set', 'the', 'main', 'entrance', 'to', 'Hong', 'Kong...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
646,2019-11-18,"['...negotiations', 'between', 'the', 'US', 'and', 'China.', 'The', 'stand-off', 'followed', 'a', 'day', 'of', 'intense', 'clashes', 'that', 'saw', 'protesters', 'hurl', 'petrol...']","['Police', 'storm', 'Hong', 'Kong', 'university', 'after', 'day', 'of', 'violence']",UP
647,2019-11-15,"['...,', 'home', 'to', 'Daimler,', 'Bosch', 'and', 'Porsche,', 'and', 'from', 'Wolfsburg,', 'the', 'town', 'in', 'Lower', 'Saxony', 'where', 'Volkswagen', 'has', 'its', 'headquarters...']","['Tesla’s', 'Berlin', 'plant', 'sets', 'up', '‘duel’', 'with', 'German', 'carmakers']",UP
648,2019-11-15,"['Volkswagen', 'unveiled', 'on', 'Friday', 'a', 'big', 'increase', 'to', 'its', 'record-breaking', 'investment', 'in', 'electric', 'cars,', 'cementing', 'its', 'leading...']","['Volkswagen', 'increases', 'investment', 'in', 'electric', 'vehicles']",UP
649,2019-11-15,"['...the', 'annual', 'rate', 'falling', 'to', 'its', 'slowest', 'since', 'May,', 'as', 'well', 'as', 'a', 'rebound', 'in', 'often-volatile', 'auto', 'and', 'petrol', 'sales', 'as...']","['US', 'retail', 'sales', 'bounce', 'back', 'in', 'October', 'but', 'sluggish', 'signs', 'emerge']",UP
650,2019-11-15,"['...shake', 'the', 'German', 'industry', 'out', 'of', 'its', 'complacency.', '“They’ve', 'been', 'sitting', 'in', 'their', 'own', 'diesel', 'la-la-land', 'for', 'far', 'too', 'long...']","['Tesla’s', 'Berlin', 'plant', 'sets', 'up', '‘duel’', 'with', 'German', 'carmakers']",UP
651,2019-11-15,"['...position', 'in', 'the', 'transition', 'to', 'emissions-free', 'transport', 'and', 'bolstering', 'its', 'attempt', 'to', 'put', 'the', 'diesel', 'scandal', 'firmly', 'in...']","['Volkswagen', 'increases', 'investment', 'in', 'electric', 'vehicles']",UP
652,2019-11-08,"['...ways', 'it', 'still', 'is.', 'But', 'these', 'days', 'the', 'investment', 'bank', 'is', 'also', 'going', 'for', 'more', 'of', 'a', 'Volkswagen', 'look,', 'selling', 'its', 'wares', 'to...']","['Goldman', 'bankers', 'learn', 'to', 'love', 'middle-market', 'German', 'deals']",UP
653,2019-11-08,"['...aubergines,', 'olive', 'greens,', 'petrol', 'blues.”', 'Quite', 'literally,', 'she', 'dressed', 'her', 'in', 'the', 'colours', 'of', 'a', 'bruise.', 'And', 'what...']","['The', 'Queen’s', 'new', 'clothes:', 'behind', 'the', 'scenes', 'of', '‘The', 'Crown’', 'season', 'three']",UP
654,2019-11-08,"['...the', 'face', 'of', 'upcoming', 'EU', 'emissions', 'regulations', 'and', 'deals', 'with', 'legal', 'troubles', 'over', 'alleged', 'contraventions', 'of', 'diesel...']","['Daimler', 'chief', 'outlines', 'plan', 'to', 'cut', 'up', 'to', '1,100', 'jobs']",UP
655,2019-11-08,"['...Minister', 'Narendra', 'Modi’s', 'first', 'term.', 'The', 'Bombay', 'Stock', 'Exchange’s', 'Sensex', 'index', 'fell', '0.8', 'per', 'cent', 'on', 'Friday,', 'having', 'risen...']","['Indian', 'stocks', 'slip', 'after', 'Moody’s', 'lowers', 'outlook', 'to', 'negative']",UP
656,2019-11-07,"['...,', 'Toyota’s', 'quarterly', 'operating', 'profit', 'margin', 'at', '8.7', 'per', 'cent', 'stood', 'out,', 'compared', 'with', '7.3', 'per', 'cent', 'at', 'Volkswagen...']","['Toyota', 'shares', 'rise', 'on', '$1.8bn', 'buyback', 'and', 'record', 'profits']",UP
657,2019-11-07,"['...back', 'the', 'global', 'shift', 'to', 'electric', 'vehicles.', 'Carmakers', 'such', 'as', 'Volkswagen', 'and', 'Tesla', 'are', 'starting', 'to', 'develop', 'AI', 'battery...']","['Father-and-son', 'scientists', 'aim', 'to', 'slash', 'car', 'recharge', 'times']",UP
658,2019-11-07,"['...their', 'vehicles', 'with', 'batteries', 'or', 'hybrid', 'systems.', 'Volkswagen', 'has', 'promised', 'that', 'a', 'quarter', 'of', 'its', 'cars', 'will', 'be', 'fully...']","['Is', 'the', 'spark', 'about', 'to', 'die', 'for', 'the', 'internal', 'combustion', 'engine?']",UP
659,2019-11-07,"['...Volkswagen.', 'That', 'was', 'his', 'ambition,', 'but', 'it', 'was', 'too', 'much', 'to', 'pursue', 'for', 'a', 'leader.”', 'Today,', 'a', 'year', 'after', 'his', 'arrest...']","['The', 'downfall', 'of', 'Carlos', 'Ghosn']",UP
660,2019-11-07,"['...cuts,', 'petrol', 'promotions', 'and', 'coupon', 'deals', 'to', 'lure', 'shoppers', 'back.', 'Asked', 'about', 'a', '“wish', 'list”', 'for', 'after', 'the', 'election,', 'Mr', 'Coupe...']","['Sainsbury’s', 'chief', 'warns', 'of', 'Brexit', 'effect', 'as', 'profits', 'plunge']",UP
661,2019-11-07,"['...a', 'tank', 'with', 'petrol.', 'The', 'key', 'is', 'algorithms', 'that', 'measure', 'conditions', 'inside', 'the', 'battery', 'and', 'optimise', 'the', 'flow', 'of', 'energy...']","['Father-and-son', 'scientists', 'aim', 'to', 'slash', 'car', 'recharge', 'times']",UP
662,2019-11-07,"['After', 'a', 'century’s', 'dominance', 'beneath', 'the', 'bonnets', 'of', 'the', 'world’s', 'cars,', 'the', 'piston-driven', 'petrol', 'engine', 'faces', 'a', 'gradual...']","['Is', 'the', 'spark', 'about', 'to', 'die', 'for', 'the', 'internal', 'combustion', 'engine?']",UP
663,2019-11-07,"['...phasing-out', 'of', 'diesel', 'and', 'the', 'greater', 'use', 'of', 'ride-sharing.', 'Lacklustre', 'sales', 'trends', 'at', 'this', 'point', 'of', 'the', 'cycle', 'suggests...']","['Dose', 'of', 'fiscal', 'stimulus', 'can', 'lift', 'Germany', 'out', 'of', 'the', 'doldrums']",UP
664,2019-11-07,"['...the', 'technology.', 'Herbert', 'Diess,', 'Volkswagen', 'chief', 'executive,', 'previously', 'predicted', 'that', 'the', 'cost', 'of', 'a', 'diesel', 'engine', 'would...']","['Is', 'the', 'spark', 'about', 'to', 'die', 'for', 'the', 'internal', 'combustion', 'engine?']",UP
665,2019-11-06,"['...Volkswagen', 'diesel', 'scandal,', 'has', 'caused', 'a', 'rise', 'in', 'carbon', 'dioxide', 'emissions', 'in', 'Europe', 'over', 'the', 'past', 'two', 'years.', 'Carmakers', 'are...']","['Europe', 'has', 'a', 'problem', 'with', 'its', 'SUV', 'habit']",UP
666,2019-11-06,"['...the', 'past', 'years.', 'The', 'Financial', 'Times', 'reported', 'in', 'August', 'that', 'Venezuela', 'depended', 'on', 'Rosneft', 'for', 'supplies', 'of', 'imported', 'petrol...']","['Rosneft', 'returns', 'to', 'growth', 'after', 'Russia-Europe', 'pipeline', 'closure']",UP
667,2019-11-06,"['...,', 'Peugeot', 'and', 'Citroën', 'does', 'little', 'to', 'address.', 'The', 'shift', 'to', 'SUVs,', 'along', 'with', 'a', 'revival', 'of', 'petrol', 'engines', 'after', 'the', '2015...']","['Europe', 'has', 'a', 'problem', 'with', 'its', 'SUV', 'habit']",UP
668,2019-11-06,"['...diesel', 'equivalents,', 'the', 'companies', 'need', 'to', 'set', 'up', 'an', 'entirely', 'new', 'energy', 'infrastructure,', 'installing', 'charging', 'points', 'and...']","['Number', '214', 'to', 'Highgate', 'leads', 'UK’s', 'electric', 'bus', 'charge']",UP
669,2019-11-06,"['...Volkswagen', 'diesel', 'scandal,', 'has', 'caused', 'a', 'rise', 'in', 'carbon', 'dioxide', 'emissions', 'in', 'Europe', 'over', 'the', 'past', 'two', 'years.', 'Carmakers', 'are...']","['Europe', 'has', 'a', 'problem', 'with', 'its', 'SUV', 'habit']",UP
670,2019-11-05,"['...economy.', 'Car', 'groups', 'such', 'as', 'Volkswagen', 'have', 'promised', 'to', 'launch', 'a', 'string', 'of', 'new', 'electric', 'models', 'in', 'a', 'bid', 'to', 'catch', 'up', 'with...']","['Germany', 'to', 'increase', 'subsidies', 'for', 'electric', 'vehicles']",UP
671,2019-11-05,"['...was', 'fixed', 'at', '€5,000.', 'Hybrid', 'cars,', 'which', 'run', 'on', 'both', 'petrol', 'and', 'battery', 'power,', 'will', 'also', 'benefit', 'from', 'the', 'new', 'subsidy...']","['Germany', 'to', 'increase', 'subsidies', 'for', 'electric', 'vehicles']",UP
672,2019-11-05,"['Bristol', 'has', 'become', 'the', 'first', 'British', 'city', 'to', 'approve', 'a', 'total', 'ban', 'on', 'diesel', 'cars', 'as', 'part', 'of', 'an', 'effort', 'to', 'drastically...']","['Bristol', 'leads', 'the', 'way', 'in', 'driving', 'out', 'diesel', 'cars']",UP
673,2019-11-05,"['...palm-based', 'biodiesel', 'in', 'conventional', 'diesel', 'fuel', 'from', '20', 'per', 'cent', 'to', '30', 'per', 'cent,', 'and', 'this', 'year', 'Indonesian', 'president', 'Joko...']","['Indonesia’s', 'biodiesel', 'plan', 'fires', 'up', '‘red', 'hot’', 'palm', 'oil', 'prices']",UP
674,2019-11-05,"['...market', 'share', 'in', 'the', 'month', 'to', '2.3', 'per', 'cent.', 'Meanwhile', 'diesel', 'vehicles', 'saw', 'sales', 'fall', 'for', 'the', '31st', 'straight...']","['Electric', 'and', 'hybrid', 'car', 'sales', 'jump', 'to', '10', 'per', 'cent', 'of', 'UK', 'total']",UP
675,2019-11-04,"['...has', 'been', 'attempting', 'to', 'reinvent', 'itself,', 'with', 'a', 'promise', 'to', 'produce', '22m', 'electric', 'cars', 'by', '2028.', 'But', 'Volkswagen,', 'which', 'will...']","['German', 'car', 'executives', 'call', 'for', 'electric-vehicle', 'backing']",UP
676,2019-11-04,"['...oilfields', 'in', 'northern', 'Syria,', 'the', 'poll', 'found', 'that', '55', 'per', 'cent', 'of', 'Americans', 'feel', 'petrol', 'prices', 'should', 'be', 'an...']","['Nearly', 'two-thirds', 'of', 'US', 'voters', 'say', 'Trump', 'has', 'not', 'made', 'them', 'better', 'off']",UP
677,2019-11-04,"['...of', 'petrol', 'and', 'diesel', 'vehicles.', 'However,', 'your', 'prescribed', 'medicine', 'is', 'less', 'convincing.', 'It', 'is', 'true', 'that', '“major', 'existing...']","['Let', 'buyers', 'choose', 'between', 'electric', 'and', 'hybrid']",UP
678,2019-11-04,"['...-vehicle', 'market', 'by', 'any', 'carmaker', 'to', 'date.', 'In', 'the', 'aftermath', 'of', 'the', 'diesel', 'emissions', 'scandal,', 'the', 'world’s', 'largest', 'carmaker...']","['German', 'car', 'executives', 'call', 'for', 'electric-vehicle', 'backing']",UP
679,2019-11-04,"['...of', 'petrol', 'and', 'diesel', 'vehicles.', 'However,', 'your', 'prescribed', 'medicine', 'is', 'less', 'convincing.', 'It', 'is', 'true', 'that', '“major', 'existing...']","['Let', 'buyers', 'choose', 'between', 'electric', 'and', 'hybrid']",UP
680,2019-11-01,"['...Bentley', 'Motors', 'in', '1998,', 'when', 'Volkswagen', 'bought', 'the', 'brand,', 'in', 'a', 'letter', 'to', 'then', 'VW', 'chief', 'executive', 'Ferdinand', 'Piëch.', 'The...']","['Bentley', 'Motors', 'loses', 'decade-long', 'battle', 'over', 'clothing', 'range']",UP
681,2019-11-01,"['...stable', 'of', 'nameplates.', 'Together,', 'they', 'have', '15', 'vehicle', 'marques', '—', 'more', 'than', 'the', 'dozen', 'held', 'by', 'global', 'leader', 'Volkswagen...']","['The', 'long', 'and', 'winding', 'road', 'to', 'the', 'marriage', 'of', 'Fiat', 'and', 'Peugeot']",UP
682,2019-11-01,"['...motors', 'developing', 'about', '68bhp.', 'At', 'that', 'time', 'petrol-engine', 'cars', 'were', 'complicated,', 'unreliable', 'and', 'noisy;', 'in', 'old', 'age', 'Queen...']","['The', 'electric', 'dream', 'has', 'been', 'pursued', 'since', 'the', 'dawn', 'of', 'the', 'last', 'century']",UP
683,2019-11-01,"['...experiences', 'and', 'said,', '‘We’re', 'going', 'to', 'take', 'to', 'the', 'streets,', 'but', 'you', 'know', 'we’re', 'not', 'going', 'to', 'do', 'it', 'just', 'because', 'of', 'the...']","['Gilet', 'jaune', 'Priscillia', 'Ludosky:', '‘Things', 'are', 'boiling', 'over', 'everywhere’']",UP
684,2019-11-01,"['...from', 'petrol', 'stations', 'in', 'Nairobi', 'through', 'a', 'partnership', 'with', 'Vivo', 'Energy,', 'the', 'London-listed', 'fuel', 'company.', 'The', 'vehicles', 'are...']","['Kenyan', 'cooking', 'start-up', 'uses', 'tech', 'to', 'cut', 'costs', 'and', 'save', 'lives']",UP
685,2019-11-01,"['...are', 'Mohsin', 'and', 'Zuber', 'Issa,', 'above,', 'two', 'brothers', 'that', 'have', 'taken', 'a', 'single', 'petrol', 'station', 'in', '2001', 'and', 'turned', 'it', 'into', 'an...']","['The', 'end', 'of', 'China’s', 'chemical', 'romance']",UP
686,2019-11-01,"['...)', 'crazed', 'Romans', 'in', 'Britain', 'epic,', 'Britannia,', 'the', 'Emperor', 'Claudius', '(Steve', 'Pemberton)', 'brings', 'his', 'own', 'historian', 'along', 'to...']","['Britannia,', 'Sky', 'Atlantic', '—', 'David', 'Morrissey', 'and', 'Zoë', 'Wanamaker', 'are', 'back', 'for', 'a', 'second', 'series']",UP
687,2019-10-31,"['...sales.', 'In', 'Europe,', 'the', 'company’s', 'sales', 'would', 'even', 'outpace', 'Volkswagen,', 'which', 'has', 'historically', 'dominated', 'the', 'region’s...']","['Fiat', 'Chrysler', 'and', 'Peugeot', 'agree', 'to', 'pursue', 'giant', 'auto', 'merger']",DOWN
688,2019-10-31,"['...a', 'small', 'terraced', 'house', 'in', 'the', 'industrial', 'town,', 'who', 'took', 'a', 'single', 'petrol', 'station', 'in', 'Greater', 'Manchester', 'in', '2001', 'and...']","['Hot', 'debt', 'markets', 'fuel', 'growth', 'of', 'Blackburn’s', 'petrol', 'pump', 'empire']",DOWN
689,2019-10-31,"['...cent', 'higher.', 'The', 'rally', 'came', 'as', 'the', 'Bombay', 'Stock', 'Exchange’s', 'benchmark', 'Sensex', 'index', 'hit', 'a', 'record', 'high', 'of', 'more', 'than', '40,300...']","['India’s', 'Yes', 'Bank', 'receives', '$1.2bn', 'stake', 'offer', 'from', 'foreign', 'investor']",DOWN
690,2019-10-30,"['The', 'German', 'auto', 'group', 'Volkswagen', 'reported', 'a', 'more', 'than', '43', 'per', 'cent', 'rise', 'in', 'third-quarter', 'pre-tax', 'profit', 'even', 'as', 'it...']","['VW', 'posts', 'profit', 'rise', 'even', 'as', 'outlook', 'for', 'industry', 'gloomy']",UP
691,2019-10-30,"['...system', 'used', 'in', 'millions', 'of', 'Volkswagen', 'cars,', 'the', 'automaker', 'took', 'legal', 'action', 'to', 'suppress', 'the', 'findings.', 'Prof', 'Garcia', 'says...']","['Academic', '‘friendly', 'hackers’', 'keep', 'businesses', 'on', 'guard']",UP
692,2019-10-24,"['...$35bn', 'war', 'chest', 'now', 'places', 'it', '“among', 'the', 'top', 'companies', 'in', 'the', 'automotive', 'industry', 'such', 'as', 'Volkswagen', 'and', 'Toyota', 'in', 'terms...']","['Hyundai', 'faces', 'Big', 'Tech', 'head-on', 'in', 'driverless', 'cars', 'battle']",UP
693,2019-10-24,"['...when', 'this', 'would', 'happen', 'or', 'how', 'many', 'would', 'be', 'admitted.', 'It', 'has', 'already', 'announced', 'partnerships', 'with', 'Daimler-Benz,', 'Volkswagen...']","['Google', 'quantum', 'breakthrough', 'will', 'help', 'solve', '‘impossible', 'problems’']",UP
694,2019-10-24,"['...this', 'year,', 'while', 'rival', 'Volkswagen', 'will', 'have', 'likely', 'generated', '€9bn', 'in', 'the', 'same', 'period.”', 'Daimler’s', 'management', 'is...']","['Daimler', 'says', '2019', 'earnings', 'will', 'be', '‘significantly', 'below’', 'last', 'year']",UP
695,2019-10-24,"['...but', 'it', 'falls', 'apart', 'as', 'soon', 'as', 'the', 'names', 'Enron,', 'WorldCom,', 'Freddie', 'Mac,', 'Volkswagen', 'or', 'even', 'Wells', 'Fargo', 'are', 'mentioned.', 'It...']","['Winners', 'in', 'Silicon', 'Valley', 'put', 'in', 'the', 'hard', 'yards']",UP
696,2019-10-24,"['...petrol', 'costs', 'and', 'rent', 'or', 'mortgage', 'payments.', 'At', 'its', 'keynote', 'last', 'month,', 'Uber', 'payments', 'head', 'Peter', 'Hazlehurst', 'hinted', 'at', 'its...']","['Uber’s', 'quest', 'to', 'become', 'the', 'west’s', 'first', 'super-app']",UP
697,2019-10-24,"['...alleged', 'contraventions', 'of', 'diesel', 'emissions', 'regulations', 'and', 'said', 'it', 'would', 'accelerate', 'its', 'cost-cutting', 'programme.', 'The...']","['Daimler', 'says', '2019', 'earnings', 'will', 'be', '‘significantly', 'below’', 'last', 'year']",UP
698,2019-10-24,"['...reported', 'in', '2018', 'as', 'it', 'raised', 'the', 'prospect', 'of', 'further', 'costs', 'related', 'to', 'legal', 'inquiries', 'over', 'diesel', 'emissions.', 'The', 'Mercedes...']","['Daimler', 'Q3', 'revenues', 'rise', 'but', 'carmaker', 'warns', 'of', 'hit', 'to', '2019', 'profit']",UP
699,2019-10-24,"['...company.', 'Infosys’', 'share', 'price', 'at', 'the', 'Bombay', 'Stock', 'Exchange', 'fell', 'over', '15', 'per', 'cent', 'on', 'Tuesday,', 'the', 'US', 'Securities...']","['Infosys', 'loses', 'its', 'lustre', 'as', 'governance', 'fears', 'return']",UP
700,2019-10-24,"['...Bombay', 'Stock', 'Exchange-listed', 'shares', 'fell', 'a', 'further', '1', 'per', 'cent', 'in', 'early', 'trade', 'on', 'Thursday', 'before', 'recouping', 'some', 'of', 'those...']","['SEC', 'to', 'probe', 'India’s', 'Infosys', 'over', 'whistleblower', 'claims']",UP
701,2019-10-23,"['...for', 'closure', 'and', 'expanded', 'an', 'alliance', 'with', 'the', 'German', 'carmaker', 'Volkswagen', 'to', 'share', 'technology', 'and', 'costs.', 'In', 'the', 'third...']","['Ford', 'cuts', 'forecasts', 'amid', 'China', 'slowdown']",UP
702,2019-10-23,"['...Rosneft', 'for', 'supplies', 'of', 'imported', 'petrol', 'after', 'other', 'countries', 'stopped', 'selling', 'to', 'Caracas', 'for', 'fear', 'of', 'violating', 'US...']","['US', 'claims', 'Rosneft', '‘central’', 'to', 'survival', 'of', 'Venezuela’s', 'Maduro']",UP
703,2019-10-23,"['...if', 'Ms', 'Sitharaman', 'had', 'stabbed', 'them', 'with', 'an', 'adrenaline', 'shot.', 'The', 'Bombay', 'Stock', 'Exchange’s', 'Sensex', 'index', 'closed', '5', 'per', 'cent...']","['Sugar', 'rush', 'from', 'India’s', 'tax', 'cut', 'starts', 'to', 'wear', 'off']",UP
704,2019-10-22,"['...they', 'have', 'not', 'pursued', 'corporate', 'cases', 'aggressively.', 'They', 'point', 'to', 'their', 'fraud', 'litigation', 'against', 'Volkswagen', 'and', 'Rio', 'Tinto...']","['Wall', 'St’s', 'top', 'cops', 'defend', 'new', 'focus', 'on', 'Main', 'St']",DOWN
705,2019-10-22,"['...continuing', 'Volkswagen', '“Dieselgate”', 'scandal,', 'and', 'its', 'fallout', 'litigation,', 'well', 'illustrate.', 'Peter', 'Muchlinski', 'Emeritus...']","['‘Corporate', 'profitability’', 'quote', 'was', 'qualified']",DOWN
706,2019-10-22,"['...cleaner', 'fuels,', 'including', 'marine', 'gas', 'oil,', 'a', 'distillate', 'akin', 'to', 'diesel,', 'and', 'low-sulphur', 'fuel', 'oil.', 'Traders', 'say', 'this', 'is...']","['New', 'maritime', 'emissions', 'rule', 'pushes', 'up', 'premium', 'for', 'cleaner', 'fuel']",DOWN
707,2019-10-22,"['...phasing', 'out', 'of', 'gasoline', 'and', 'diesel', 'components', 'production', 'at', 'plants', 'in', 'three', 'countries.', 'On', 'Tuesday,', 'Continental', 'said', 'this...']","['Continental', 'to', 'take', '€2.5bn', 'hit', 'as', 'auto', 'slowdown', 'bites']",DOWN
708,2019-10-22,"['...their', 'seats', 'removed', 'and', 'being', 'fitted', 'with', 'diesel', 'engines.', 'The', 'engines', 'will', 'generate', 'power', 'when', 'the', 'train', 'is', 'running', 'on...']","['London', 'station', 'to', 'become', 'freight', 'hub', 'in', 'green', 'goods', 'plan']",DOWN
709,2019-10-22,"['...down', '15', 'per', 'cent', 'on', 'the', 'Bombay', 'Stock', 'Exchange', 'on', 'Tuesday', 'afternoon.', 'The', 'company’s', 'US-listed', 'stock', 'fell', '12', 'per', 'cent', 'on...']","['Infosys', 'probes', 'complaints', 'of', 'unethical', 'practices']",DOWN
710,2019-10-16,"['...per', 'cent.', 'Workers', 'at', 'Skoda,', 'the', 'Volkswagen-owned', 'automaker', 'that', 'alone', 'accounts', 'for', '7', 'per', 'cent', 'of', 'Czech', 'gross', 'domestic...']","['Huge', 'wage', 'rises', 'signal', 'new', 'phase', 'in', 'central', 'Europe’s', 'transformation']",DOWN
711,2019-10-16,"['...auto', 'and', 'petrol', 'sales', 'as', 'well', 'as', 'a', '1', 'per', 'cent', 'drop', 'in', 'building', 'materials.', 'Those', 'were', 'partially', 'offset', 'by', 'stronger...']","['US', 'retail', 'sales', 'fall', 'by', 'the', 'most', 'in', 'seven', 'months']",DOWN
712,2019-10-16,"['...standards', 'that', 'effectively', 'outlaw', 'diesel', 'vehicles', 'more', 'than', 'three', 'years', 'old.', 'And', 'after', '2025', 'they', 'will', 'have', 'to...']","['How', 'Nottingham', 'cut', 'air', 'pollution', 'with', 'UK’s', 'only', 'workplace', 'parking', 'levy']",DOWN
713,2019-10-11,"['...of', 'the', 'industry', 'was', 'closing.', 'Toyota,', 'Volkswagen', 'and', 'Renault', 'all', 'anticipate', 'having', 'solid', 'state-powered', 'cars', 'on', 'the...']","['Why', 'Dyson', 'pulled', 'the', 'plug', 'on', 'its', '‘fantastic’', 'electric', 'car']",DOWN
714,2019-10-11,"['Volkswagen', 'was', 'accused', 'on', 'Friday', 'of', 'installing', 'technology', 'after', 'the', 'diesel', 'emissions', 'scandal', 'that', 'resulted', 'in', 'affected...']","['VW', 'accused', 'over', 'technology', 'fitted', 'after', 'emissions', 'scandal']",DOWN
