,time,summary,title,trend
62,2019-12-20,"['...old', 'bicycles', 'out', 'of', 'their', 'cellars,', 'sharing', 'cars', 'to', 'commute', 'or', 'walking', 'to', 'work', 'and', 'joking', 'that', 'Mr', 'Macron’s', 'political', 'party...']","['Paris', 'bears', 'brunt', 'of', 'strikes', 'as', 'customers', 'skip', 'shops', 'and', 'theatres']",UP
63,2019-12-20,"['...across', 'the', 'year', 'in', 'the', 'US,', 'just', '30', 'cents', 'are', 'attributable', 'to', 'Christmas', 'retail', 'spending.', 'Our', 'cars', 'and', 'our', 'homes', 'cost', 'much...']","['Commercialising', 'Christmas', 'has', 'a', 'long', 'and', 'complicated', 'history']",UP
64,2019-12-20,"['...collection', 'of', 'cars', 'and', 'horses.', 'His', 'own', 'family', 'seems', 'run-of-the-mill', 'by', 'comparison,', 'Jay’s', 'massive', 'white', 'home', 'like', 'a', '“gilded...']","['Suncatcher', 'by', 'Romesh', 'Gunesekera', '—', 'a', 'tale', 'of', 'innocence']",UP
65,2019-12-20,"['...interesting', 'and', 'frequently', 'funny.', 'Howlers;', 'incongruities;', 'anachronisms.', '(Check', 'out', 'the', 'moving', 'cars', 'in', 'the', 'background', 'of', 'a...']","['My', '50', 'years', 'as', 'a', 'film', 'critic']",UP
66,2019-12-20,"['...ranging', 'from', 'fine', 'art', 'and', 'classic', 'cars', 'to', 'cryptocurrencies.', 'And', 'even', 'if', 'wine', 'trades', 'do', 'badly,', 'there', 'are', 'consolations...']","['Grape', 'expectations:', 'Investors', 'rediscover', 'a', 'taste', 'for', 'fine', 'wine']",UP
67,2019-12-20,"['...in', '2015', 'that', 'Volkswagen', 'had', 'installed', 'software', 'on', 'its', 'cars', 'that', 'deceived', 'diesel', 'emissions', 'tests.', '“Volkswagen’s', 'conduct...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
68,2019-12-20,"['...Sidra', 'once', 'lived.', 'She', 'appears', 'to', 'channel', 'him', 'through', 'a', 'perfume', 'bottle', 'filled', 'with', 'petrol', '—', 'an', 'image', 'as', 'sinister', 'as', 'it...']","['Nudibranch', 'by', 'Irenosen', 'Okojie', '—', 'poignant', 'and', 'disturbing']",UP
69,2019-12-20,"['...cent', 'to', 'a', 'litre', 'of', 'petrol', 'in', 'the', 'UK,', 'and', 'will', 'be', 'within', 'the', 'range', 'of', 'normal', 'price', 'fluctuations', 'that', 'consumers', 'just', 'accept...']","['Letter:', 'Consider', 'higher', 'carbon', 'taxes', 'to', 'change', 'human', 'behaviour']",UP
70,2019-12-20,"['...representations', 'about', 'the', 'compliance', 'of', 'its', 'vehicles', 'with', 'diesel', 'emissions', 'standards.', 'The', 'A$125m', '($86m)', 'fine...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
71,2019-12-20,"['It', 'has', 'been', 'getting', 'harder', 'for', 'staff', 'to', 'find', 'parking', 'spaces', 'at', 'Boeing’s', 'Renton', 'plant', 'outside', 'Seattle.', 'For', 'much', 'of', 'this...']","['Aviation:', 'Boeing', 'parks', 'its', '737', 'aspirations']",UP
72,2019-12-20,"['...profits.HOLD:', 'FirstGroup', '(FGP)FirstGroup', 'is', 'operating', 'in', 'difficult', 'markets', 'and', 'the', 'transport', 'group', 'may', 'not', 'secure', 'a...']","['Investors', 'Chronicle:', 'Chemring,', 'Aston', 'Martin,', 'FirstGroup']",UP
73,2019-12-20,"['Boeing’s', 'unmanned', 'Starliner', 'capsule', 'failed', 'to', 'reach', 'the', 'International', 'Space', 'Station', 'on', 'its', 'test', 'flight', 'on', 'Friday', 'because...']","['Boeing', 'blow', 'as', 'Starliner', 'fails', 'to', 'reach', 'space', 'station']",UP
74,2019-12-20,"['....', 'Louise', 'Bennett', 'fronts', 'a', 'jazz', 'band', 'on', '“Bongo', 'Man”.', 'Lili', 'Verona', 'offers', 'advice', 'on', 'navigating', 'London’s', 'public', 'transport', 'on...']","['Various', 'Artists/Lord', 'Kitchener:', 'London', 'is', 'the', 'Place', 'for', 'Me,', 'vols', '7', 'and', '8', '—', 'cool', 'Windrush', 'calypso']",UP
75,2019-12-20,"['...Emmanuel', 'Macron’s', 'pension', 'reform', 'plan', 'enter', 'their', 'third', 'week,', 'daily', 'disruption', 'of', 'the', 'French', 'capital’s', 'transport...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
76,2019-12-20,"['Boeing', 'needs', 'more', 'oversight', 'from', 'international', 'regulators,', 'according', 'to', 'the', 'EU’s', 'aviation', 'safety', 'chief,', 'after', 'weaknesses...']","['European', 'safety', 'chief', 'seeks', 'more', 'oversight', 'of', 'Boeing']",UP
77,2019-12-20,"['...deeper', 'is', 'going', 'on.', 'From', 'corporate', 'capitalism', 'to', 'housing,', 'from', 'climate', 'change', 'to', 'transport,', 'Labour’s', 'ideas', 'are', 'framing...']","['Maybe', 'Corbyn', 'was', 'right', 'and', 'Labour', '‘won', 'the', 'argument’', 'after', 'all?']",UP
78,2019-12-20,"['...Ó', 'Méalóid,', 'manager', 'of', 'Cape', 'Clear', 'co-op.', 'The', 'co-op,', 'an', 'investor', 'in', 'the', 'distillery,', 'provides', 'transport', 'and', 'fuel', 'services...']","['Ireland’s', 'remote', 'islands', 'hope', 'for', 'a', 'tonic', 'from', 'gin']",UP
79,2019-12-20,"['...week,', 'the', 'daily', 'disruption', 'of', 'the', 'French', 'capital’s', 'transport', 'networks', 'is', 'taking', 'its', 'toll', 'on', 'hotels,', 'restaurants', 'and...']","['Paris', 'bears', 'brunt', 'of', 'strikes', 'as', 'customers', 'skip', 'shops', 'and', 'theatres']",UP
80,2019-12-20,"['Travis', 'Kalanick', 'has', 'sold', 'the', 'vast', 'majority', 'of', 'his', 'stake', 'in', 'Uber,', 'liquidating', 'more', 'than', '$2.5bn', 'worth', 'of', 'stock', 'in', 'less...']","['Travis', 'Kalanick', 'on', 'course', 'to', 'sell', 'out', 'of', 'Uber']",UP
81,2019-12-20,"['...armoured', 'vehicles,', 'Gen', 'Haftar', 'has', 'been', 'supported', 'by', 'Egypt,', 'the', 'UAE,', 'France', 'and', 'Russia.', 'The', 'UAE', 'has', 'provided', 'sophisticated...']","['Violence', 'escalates', 'in', 'Libya', 'following', 'Turkey', 'pledge']",UP
82,2019-12-20,"['...competitor', 'to', 'Google', 'in', 'providing', 'the', 'high-definition', '3D', 'maps', 'which', 'will', 'be', 'crucial', 'in', 'ensuring', 'that', 'autonomous', 'vehicles...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",UP
83,2019-12-20,"['...tax-efficient', 'savings', 'vehicles', 'are', 'available', 'and', 'can', 'they', 'use', 'them?', 'She', 'notes', 'that', 'an', 'interesting', 'statistic', 'underlining...']","['Your', 'financial', 'mid-life', 'MOT:', 'is', 'it', 'time', 'for', 'a', 'tune-up?']",UP
84,2019-12-20,"['...-purpose', 'vehicles,', 'according', 'to', 'people', 'familiar', 'with', 'the', 'matter.', 'Draft', 'deal', 'documents', 'seen', 'by', 'the', 'Financial', 'Times', 'and...']","['NMC', 'held', 'talks', 'to', 'raise', '€200m', 'in', 'off-balance', 'sheet', 'debt', 'to', 'fund', 'growth']",UP
85,2019-12-20,"['...vehicles', 'were', 'set', 'alight,', 'while', 'police', 'used', 'water', 'cannon', 'and', 'batons', 'to', 'push', 'them', 'back.', 'As', 'anger', 'has', 'erupted', 'across', 'India...']","['Thousands', 'demonstrate', 'at', 'Delhi', 'mosque', 'in', 'defiance', 'of', 'ban', 'on', 'protests']",UP
86,2019-12-20,"['...manages', 'is', 'committed', 'to', 'vehicles', 'that', 'lend', 'to', 'companies', 'not', 'facing', 'big', 'difficulties.', '“I', 'don’t', 'think', '[it]...']","['Blackstone’s', 'GSO', 'wrestles', 'with', 'its', 'future']",UP
87,2019-12-20,"['...we', 'do', 'deliver,', 'we', 'hope', 'in', 'future', 'this', 'can', 'be', 'done', 'with', 'electric', 'vehicles.', 'The', 'trees', 'come', 'from', 'a', 'farm', 'in', 'the', 'West', 'Country...']","['The', 'people', 'bringing', 'us', 'a', 'sustainable', 'Christmas']",UP
88,2019-12-20,"['...representations', 'about', 'the', 'compliance', 'of', 'its', 'vehicles', 'with', 'diesel', 'emissions', 'standards.', 'The', 'A$125m', '($86m)', 'fine...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
89,2019-12-20,"['...level', 'in', '30', 'years.', 'German', 'business', 'confidence', 'has', 'descended', 'into', 'deep', 'gloom.', 'But', 'despite', 'all', 'of', 'this', 'there', 'has', 'been', 'some...']","['Corporate', 'year', 'in', 'review:', 'deals,', 'drama,', 'spies', 'and', 'successes']",UP
90,2019-12-20,"['...services.', 'Here,', 'which', 'was', 'acquired', 'from', 'Nokia', 'by', 'German', 'carmakers', 'BMW,', 'Audi', 'and', 'Daimler', 'for', '€2.8bn', 'in', '2015,', 'is', 'the', 'main...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",UP
91,2019-12-20,"['...ramble', 'that', 'underlay', 'German', 'writer', 'W', 'G', 'Sebald’s', '1995', 'novel', 'The', 'Rings', 'of', 'Saturn.', 'Thus', 'inspired,', 'Downes', 'conjures', 'spectral...']","['Kit', 'Downes:', 'Dreamlife', 'of', 'Debris', '—', 'spectral', 'soundscapes']",UP
